Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC
7478,NCAA Football 10,PSP,2009.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,--,(0),--,"Editeur(s) / Développeur(s) Electronic Arts EA Sports
Sortie France Date de sortie inconnue
Genre(s) Sport
Support(s) UMD
Date de sortie (aux Etats-Unis) 14 juillet 2009"
7479,Gallop Racer 2003: A New Breed,PS2,2002.0,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21,--,(2),18.5,"Editeur(s) / Développeur(s) Tecmo
Sortie France 15 avr. 2005
Genre(s) Gestion Course
Web Site officiel
Support(s) CD"
7480,Dawn of Discovery,Wii,2009.0,Simulation,Ubisoft,0.13,0.06,0.0,0.02,0.21,12,(3),12,"Editeur(s) / Développeur(s) Ubisoft
Sortie France 01 mars 2010
Genre(s) Stratégie Gestion
Classification +3 ans
Web Site officiel
Support(s) App Store"
7481,BeyBlade VForce: Super Tournament Battle,GC,2002.0,Action,Atari,0.16,0.04,0.0,0.01,0.21,no_data,no_data,no_data,no_data
7482,Outlaw Golf 2,XB,2004.0,Sports,Global Star,0.15,0.04,0.0,0.01,0.21,13,(1),15,"Editeur(s) / Développeur(s) Hypnotix Take-Two Interactive
Sortie France 21 janv. 2005
Genre(s) Sport
Classification +16 ans
Support(s) DVD
Langue de la version disponible en France Textes en français Voix en anglais"
7483,Little Battlers eXperience: Baku Boost,3DS,2012.0,Action,Nintendo,0.0,0.0,0.21,0.0,0.21,15,(5),17.8,"Editeur(s) / Développeur(s) Level-5 Nintendo
Sortie France 04 sept. 2015
Genre(s) Action RPG
Classification +7 ans
Mode(s) Jouable en solo Multi en local
Nombre maximum de joueurs 6 joueurs en local
Web Site officiel
Modèle(s) économique(s) Payant à l'acquisition
Support(s) eShop Cartouche
Date de sortie (aux Etats-Unis) 21 août 2015
Langue de la version disponible en France Textes en français Voix en anglais"
7484,Anarchy Reigns,PS3,2012.0,Action,Sega,0.1,0.03,0.06,0.02,0.21,12,(36),15.6,"Editeur(s) / Développeur(s) Sega PlatinumGames
Sortie France 11 janv. 2013
Genre(s) Action
Classification +18 ans
Web Site officiel
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 08 janvier 2013
Date de sortie (au Japon) 05 juillet 2012"
7485,CSI: Deadly Intent,X360,2009.0,Adventure,Ubisoft,0.1,0.08,0.0,0.02,0.21,13,(8),14.1,"Editeur(s) / Développeur(s) Telltale Games Ubisoft
Sortie France 29 oct. 2009
Genre(s) Aventure Puzzle-Game
Classification +12 ans
Mode(s) Jouable en solo
Web Site officiel
Support(s) DVD Cartouche
Langue de la version disponible en France Voix en français Textes en français Voix en anglais"
7486,Defiance,PC,2013.0,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21,12,(148),15.3,"Editeur(s) / Développeur(s) Trion Worlds
Sortie France 02 avr. 2013
Genre(s) Action MMO
Classification +18 ans
Mode(s) Multi en ligne
Nombre maximum de joueurs Jouable sur internet sans abonnement
Web Site officiel
Modèle(s) économique(s) Free to play
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français
Configuration minimale Windows XP/Vita/7/8 ; Processeur Intel Core Duo 2.0 GHz ; 2 Go de RAM ; Carte graphique Nvidia GeForce 8600 ou ATI HD 2900 ; 15 Go d'espace disque disponible"
7487,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,2011.0,Sports,Sega,0.0,0.0,0.21,0.0,0.21,no_data,no_data,no_data,no_data
7488,LEGO Ninjago: Shadow of Ronin,3DS,2015.0,Action,Warner Bros. Interactive Entertainment,0.05,0.1,0.04,0.01,0.21,no_data,no_data,no_data,no_data
7489,Bugs Bunny & Taz: Time Busters,PS,2000.0,Adventure,Infogrames,0.11,0.08,0.0,0.01,0.21,no_data,no_data,no_data,no_data
7490,Need for Speed Carbon: Own the City,DS,2006.0,Racing,Electronic Arts,0.17,0.02,0.0,0.02,0.21,14,(56),14,"Editeur(s) / Développeur(s) Electronic Arts Exient
Sortie France 02 nov. 2006
Genre(s) Course
Classification +7 ans
Nombre maximum de joueurs jusqu'à 4 joueurs avec une seule cartouche
Web Site officiel
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 31 octobre 2006"
7491,Dragon Ball Z: Sagas,GC,2005.0,Fighting,Atari,0.16,0.04,0.0,0.01,0.21,--,no_data,no_data,"Editeur(s) / Développeur(s) Bandai Namco
Sortie France 13 janv. 2023
Genre(s) Action RPG"
7492,Kung Fu Rider,PS3,2010.0,Action,Sony Computer Entertainment,0.06,0.1,0.01,0.04,0.21,6,(17),10.1,"Editeur(s) / Développeur(s) Sony
Sortie France 15 sept. 2010
Genre(s) Course Action
Classification +16 ans
Nombre maximum de joueurs un deuxième joueur peut venir en aide
Support(s) Blu-Ray
Configuration minimale nécessite le Playstation Move"
7493,Jikkyou Powerful Pro Yakyuu 2012,PS3,2012.0,Action,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,no_data,no_data,no_data,no_data
7494,X2: Wolverine's Revenge,XB,2003.0,Platform,Activision,0.15,0.04,0.0,0.01,0.21,no_data,no_data,no_data,no_data
7495,Power Rangers: Wild Force,GBA,2002.0,Action,THQ,0.15,0.05,0.0,0.0,0.21,--,(2),10,"Editeur(s) / Développeur(s) THQ
Sortie France 2002
Genre(s) Action
Classification +3 ans
Support(s) Cartouche"
7496,The Wolf Among Us,PS4,2014.0,Adventure,Telltale Games,0.1,0.07,0.0,0.03,0.21,--,(23),17.6,"Editeur(s) / Développeur(s) Telltale Games
Sortie France 07 nov. 2014
Genre(s) Aventure Point'n Click
Thème(s) Fantastique
Classification +18 ans
Mode(s) Jouable en solo
Web Site officiel
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Blu-Ray
Langue de la version disponible en France Voix en anglais Textes en anglais"
7497,Thrillville,PSP,2006.0,Strategy,Atari,0.18,0.0,0.0,0.02,0.2,14,(16),17.4,"Editeur(s) / Développeur(s) LucasArts Frontier Developments
Sortie France 15 déc. 2006
Genre(s) Gestion
Classification +7 ans
Nombre maximum de joueurs jusqu'à 4 joueurs (un UMD par joueur)
Web Site officiel
Support(s) UMD"
7498,Battle of Giants: Dinosaurs Strike,Wii,2010.0,Strategy,Ubisoft,0.15,0.04,0.0,0.02,0.2,10,(7),14,"Editeur(s) / Développeur(s) Ubisoft
Sortie France 18 nov. 2010
Genre(s) Combat Action
Classification +3 ans
Nombre maximum de joueurs Jusqu'à 4 joueurs simultanément
Web Site officiel
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français"
7499,Attack on Titan (KOEI),PS4,2016.0,Action,Tecmo Koei,0.02,0.06,0.11,0.02,0.2,12,(6),14.2,"Editeur(s) / Développeur(s) Koei Tecmo OMEGA Force
Sortie France 05 juil. 2019
Genre(s) Action
Mode(s) Jouable en solo Multi en ligne Multi en coopératif
Modèle(s) économique(s) Payant à l'acquisition"
7500,The King of Fighters '95,NG,1995.0,Fighting,SNK,0.0,0.0,0.2,0.0,0.2,--,(1),16,"Editeur(s) / Développeur(s) SNK Playmore SNK
Sortie France 03 août 2011
Genre(s) Combat
Classification +12 ans
Support(s) PlayStation Store Cartouche CD
Date de sortie (aux Etats-Unis) 19 juillet 2011"
7501,Discovery Kids: Pony Paradise,DS,2009.0,Simulation,505 Games,0.19,0.0,0.0,0.01,0.2,--,(5),8.2,"Editeur(s) / Développeur(s) Gimagin 505 Games
Sortie France 30 oct. 2008
Genre(s) Simulation Gestion
Classification +3 ans
Support(s) Cartouche"
7502,Mary-Kate and Ashley: Girls Night Out,GBA,2002.0,Misc,Acclaim Entertainment,0.15,0.05,0.0,0.0,0.2,--,no_data,no_data,"Editeur(s) / Développeur(s) Powerhead Games Acclaim
Sortie France 29 nov. 2002
Genre(s) Rythme
Mode(s) Jouable en solo
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 14 mars 2002"
7503,Cabela's North American Adventures,Wii,2010.0,Sports,Activision,0.19,0.0,0.0,0.01,0.2,--,(0),--,"Editeur(s) / Développeur(s) Activision
Sortie France Date de sortie inconnue
Genre(s) Tir
Support(s) DVD
Date de sortie (aux Etats-Unis) 14 septembre 2010"
7504,Enchanted Arms,PS3,2007.0,Role-Playing,Ubisoft,0.17,0.01,0.0,0.02,0.2,14,(17),17,"Editeur(s) / Développeur(s) From Software Ubisoft
Sortie France 22 mars 2007
Genre(s) RPG
Classification +12 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Web Site officiel
Support(s) Blu-Ray
Langue de la version disponible en France Textes en anglais Voix en japonais"
7505,Beyblade G-Revolution,GBA,2004.0,Action,Atari,0.15,0.05,0.0,0.0,0.2,--,(3),18.7,"Editeur(s) / Développeur(s) Atari
Sortie France Date de sortie inconnue
Genre(s) Action RPG
Classification +3 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Uniquement en solo
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 18 novembre 2004
Langue de la version disponible en France Textes en anglais"
7506,WWE All Stars,Wii,2011.0,Fighting,THQ,0.11,0.07,0.0,0.02,0.2,11,(18),12.1,"Editeur(s) / Développeur(s) THQ
Sortie France 01 avr. 2011
Genre(s) Combat Sport
Classification +16 ans
Nombre maximum de joueurs jusqu'à quatre offline
Support(s) DVD
Langue de la version disponible en France Textes en français Voix en anglais"
7507,Trade & Battle: Card Hero,GB,2000.0,Strategy,Nintendo,0.0,0.0,0.2,0.0,0.2,no_data,no_data,no_data,no_data
7508,World Championship Cards,PSP,2008.0,Misc,Crave Entertainment,0.19,0.0,0.0,0.02,0.2,--,no_data,no_data,"Editeur(s) / Développeur(s) Crave Entertainment 505 Games
Sortie France 31 janv. 2008
Genre(s) Autres
Classification +12 ans
Support(s) UMD"
7509,You Don't Know Jack,X360,2011.0,Misc,THQ,0.19,0.0,0.0,0.01,0.2,--,(4),20,"Editeur(s) / Développeur(s) Jellyvision Bandai THQ Sierra
Sortie France 1995
Genre(s) Réflexion Autres
Support(s) DVD CD Cartouche Blu-Ray"
7510,Chronicles of Mystery: Curse of the Ancient Temple,DS,2009.0,Adventure,City Interactive,0.07,0.11,0.0,0.02,0.2,8,(7),7.1,"Editeur(s) / Développeur(s) CI Games
Sortie France 06 nov. 2009
Genre(s) Aventure
Classification +12 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs non
Support(s) Cartouche"
7511,NBA Live 15,XOne,2014.0,Sports,Electronic Arts,0.17,0.02,0.0,0.02,0.2,14,(9),13.2,"Editeur(s) / Développeur(s) EA Sports
Sortie France 28 oct. 2014
Genre(s) Sport
Thème(s) Basket
Classification +3 ans
Mode(s) Jouable en solo Multi en ligne
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Blu-Ray
Langue de la version disponible en France Voix en français Textes en français"
7512,Capcom Fighting Evolution,PS2,2004.0,Fighting,Capcom,0.1,0.08,0.0,0.03,0.2,10,(10),8.5,"Editeur(s) / Développeur(s) Capcom
Sortie France 10 févr. 2005
Genre(s) Combat
Classification +12 ans
Nombre maximum de joueurs 2 joueurs
Support(s) DVD
Langue de la version disponible en France Voix en anglais Textes en anglais"
7513,Frogger 3D,3DS,2011.0,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.2,--,(1),16,"Editeur(s) / Développeur(s) Konami
Sortie France 25 nov. 2011
Genre(s) Réflexion
Support(s) Cartouche
Date de sortie (au Japon) 22 septembre 2011"
7514,SD Gundam GNext,SNES,1995.0,Strategy,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,no_data,no_data,no_data,no_data
7515,Backyard NFL Football 2006,PS2,2005.0,Sports,Atari,0.1,0.08,0.0,0.03,0.2,--,(0),--,"Editeur(s) / Développeur(s) Humongous Entertainment
Sortie France Date de sortie inconnue
Genre(s) Sport
Classification +3 ans
Support(s) CD
Date de sortie (aux Etats-Unis) 04 octobre 2006"
7516,NASCAR Heat 2002,XB,2001.0,Racing,Infogrames,0.15,0.04,0.0,0.01,0.2,--,(0),--,"Editeur(s) / Développeur(s) Monster Games Infogrames
Sortie France Date de sortie inconnue
Genre(s) Course
Mode(s) Multi sur le même écran
Support(s) DVD
Date de sortie (aux Etats-Unis) 22 juin 2001"
7517,Planet 51,Wii,2009.0,Action,Sega,0.17,0.02,0.0,0.02,0.2,--,(1),14,"Editeur(s) / Développeur(s) Zed
Sortie France 06 nov. 2009
Genre(s) MMO
Web Site officiel
Support(s) Online"
7518,Sloane to MacHale no Nazo no Monogatari,DS,2009.0,Puzzle,Level 5,0.0,0.0,0.2,0.0,0.2,--,(0),--,"Editeur(s) / Développeur(s) Level-5
Sortie France Date de sortie inconnue
Genre(s) Aventure Réflexion
Web Site officiel
Support(s) Cartouche
Date de sortie (au Japon) 21 mai 2009"
7519,DarkStar One: Broken Alliance,X360,2010.0,Simulation,Kalypso Media,0.11,0.08,0.0,0.02,0.2,13,(7),16.4,"Editeur(s) / Développeur(s) Gaming Minds Studios Kalypso Media
Sortie France 18 juil. 2010
Genre(s) Tir RPG
Classification +12 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Web Site officiel
Support(s) DVD
Langue de la version disponible en France Textes en français Voix en anglais"
7520,My Fitness Coach 2: Exercise and Nutrition,Wii,2009.0,Sports,Black Bean Games,0.14,0.04,0.0,0.02,0.2,no_data,no_data,no_data,no_data
7521,Sengoku Basara 2 Heroes,PS2,2007.0,Action,Capcom,0.0,0.0,0.2,0.0,0.2,--,(0),--,"Editeur(s) / Développeur(s) Capcom
Sortie France Date de sortie inconnue
Genre(s) Beat'em All
Classification +12 ans
Web Site officiel
Support(s) DVD
Date de sortie (au Japon) 29 novembre 2007
Langue de la version disponible en France Voix en japonais Textes en japonais"
7522,Buzz! The Schools Quiz,PS2,2008.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.19,0.2,--,(1),0,"Editeur(s) / Développeur(s) Sony Relentless Software
Sortie France 11 janv. 2008
Genre(s) Réflexion
Classification +3 ans
Support(s) DVD"
7523,Two Worlds II,PC,2011.0,Role-Playing,Unknown,0.09,0.09,0.0,0.03,0.2,14,(84),13,"Editeur(s) / Développeur(s) Reality Pump Topware Interactive
Sortie France 26 nov. 2010
Genre(s) RPG
Classification +16 ans
Mode(s) Multi en ligne Multi en coopératif Multi en compétitif
Nombre maximum de joueurs modes coopératif et compétitif réunissant 2 à 8 joueurs en ligne
Web Site officiel
Support(s) DVD
Date de sortie (aux Etats-Unis) janvier 2011
Configuration minimale Windows XP/Vista/7, processeur 2,0 GHz, 512 Mo de RAM, carte graphique nVidia GeForce FX 5600 / ATI Radeon 9500 64 Mo, 6 Go de libre sur le disque dur
Configuration conseillée Windows XP/Vista/7, processeur Intel Core 2 DUO 2,2 GHz ou AMD Athlon 64 X2 4200+, 1 Go de RAM, carte graphique nVidia GeForce 7600 / ATI Radeon x1800 256 Mo, 7 Go de libre sur le disque dur"
7524,Suikoden Tactics,PS2,2005.0,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,14,(13),15.5,"Editeur(s) / Développeur(s) Konami
Sortie France 23 févr. 2006
Genre(s) RPG Stratégie
Classification +12 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Web Site officiel
Support(s) DVD
Langue de la version disponible en France Textes en français Voix en anglais"
7525,NCAA March Madness 06,XB,2005.0,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,--,(0),--,"Editeur(s) / Développeur(s) EA Sports EA Canada
Sortie France Date de sortie inconnue
Genre(s) Sport
Support(s) CD
Date de sortie (aux Etats-Unis) 11 novembre 2005"
7526,Major League Baseball 2K11,PS3,2011.0,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,13,(11),16.1,"Editeur(s) / Développeur(s) 2K Sports
Sortie France 24 juin 2011
Genre(s) Sport
Classification +3 ans
Mode(s) Multi en local Multi en ligne
Nombre maximum de joueurs Lan et internet
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 08 mars 2011"
7527,Mobile Suit Gundam: Crossfire,PS3,2006.0,Simulation,Namco Bandai Games,0.06,0.0,0.14,0.01,0.2,8,(29),11.7,"Editeur(s) / Développeur(s) BEC Bandai Namco
Sortie France 23 mars 2007
Genre(s) Action
Classification +12 ans
Nombre maximum de joueurs 1 à 2 joueurs
Web Site officiel
Support(s) Blu-Ray
Langue de la version disponible en France Voix en anglais Textes en anglais"
7528,Phantasy Star Online,DC,2000.0,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2,18,(112),17.5,"Editeur(s) / Développeur(s) Sonic Team Sega
Sortie France 15 févr. 2001
Genre(s) Action RPG
Classification +3 ans
Web Site officiel
Support(s) CD GDROM
Langue de la version disponible en France Voix en français Textes en français"
7529,Crazy Taxi 3: High Roller,XB,2002.0,Racing,Sega,0.14,0.04,0.02,0.01,0.2,13,(17),14.6,"Editeur(s) / Développeur(s) Empire Interactive Strangelite Hitmaker Sega
Sortie France 20 sept. 2002
Genre(s) Course
Classification +3 ans
Mode(s) Jouable en solo
Support(s) DVD CD
Date de sortie (aux Etats-Unis) 25 juillet 2002
Date de sortie (au Japon) 26 juillet 2002
Langue de la version disponible en France Textes en français Voix en anglais Textes en anglais"
7530,Dark Messiah of Might and Magic Elements,X360,2008.0,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2,12,(42),12.8,"Editeur(s) / Développeur(s) Ubisoft
Sortie France 14 févr. 2008
Genre(s) RPG FPS
Classification +18 ans
Nombre maximum de joueurs jusqu'à 10 joueurs simultanés sur le Xbox live
Support(s) DVD"
7531,Just Dance 2: Extra Songs,Wii,2011.0,Misc,Ubisoft,0.0,0.17,0.0,0.03,0.2,10,(10),15.3,"Editeur(s) / Développeur(s) Ubisoft
Sortie France 29 mars 2012
Genre(s) Rythme
Classification +3 ans
Nombre maximum de joueurs Jusqu'à 4 joueurs
Support(s) DVD"
7532,Midnight Club 3: DUB Edition Remix,XB,2006.0,Racing,Take-Two Interactive,0.15,0.04,0.0,0.01,0.2,--,(16),18.7,"Editeur(s) / Développeur(s) Rockstar Games Take-Two Interactive
Sortie France 12 mai 2006
Genre(s) Course
Classification +12 ans
Web Site officiel
Support(s) PlayStation Store CD
Langue de la version disponible en France Voix en français Textes en français"
7533,International Superstar Soccer 2000,PS2,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,15,(25),14.6,"Editeur(s) / Développeur(s) KCEO Konami
Sortie France 08 sept. 2000
Genre(s) Sport
Classification +3 ans
Support(s) Cartouche
Langue de la version disponible en France Voix en français Textes en français"
7534,"Warhammer 40,000: Space Marine",PC,2011.0,Shooter,THQ,0.09,0.09,0.0,0.03,0.2,--,no_data,no_data,"Editeur(s) / Développeur(s) Steel Wool Studios
Sortie France 27 févr. 2018
Genre(s) Action Stratégie
Web Site officiel
Modèle(s) économique(s) Payant à l'acquisition
Configuration minimale Système d'exploitation et processeur 64 bits nécessaires Système d'exploitation : Windows 7 Processeur : Intel® Core™ 2 Duo 3.0Ghz Mémoire vive : 5 GB de mémoire Graphiques : NVIDIA GTX 960 1GB | AMD Radeon HD 5770 1GB | Intel HD4000 @720p DirectX : Version 11 Espace disque : 30 GB d'espace disque disponibl
Configuration conseillée Système d'exploitation et processeur 64 bits nécessaires Graphiques : NVIDIA GeForce GTX 1060 4GB | AMD Radeon R9 290X 4GB @1080p DirectX : Version 11 Espace disque : 40 GB d'espace disque disponible"
7535,CandyLand / Chutes & Ladders / Memory,GBA,2005.0,Misc,Zoo Digital Publishing,0.15,0.05,0.0,0.0,0.2,no_data,no_data,no_data,no_data
7536,The Bible Game,PS2,2005.0,Misc,Crave Entertainment,0.1,0.08,0.0,0.03,0.2,--,(0),--,"Editeur(s) / Développeur(s) Crave Entertainment 505 Games
Sortie France Date de sortie inconnue
Genre(s) Autres
Classification +3 ans
Nombre maximum de joueurs Jusqu'à 4 joueurs
Support(s) DVD
Date de sortie (aux Etats-Unis) 23 octobre 2005"
7537,Drift King Shutokou Battle '94,SNES,1994.0,Racing,BPS,0.0,0.0,0.2,0.0,0.2,no_data,no_data,no_data,no_data
7538,Shining Blade,PSP,2012.0,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2,--,(1),14,"Editeur(s) / Développeur(s) Sega
Sortie France Date de sortie inconnue
Genre(s) RPG
Web Site officiel
Support(s) UMD
Date de sortie (au Japon) 15 mars 2012"
7539,Fairy Fencer F,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.05,0.09,0.02,0.2,--,(7),14.1,"Editeur(s) / Développeur(s) Compile Heart NIS America
Sortie France 19 sept. 2014
Genre(s) RPG
Thème(s) Heroic Fantasy
Classification +12 ans
Mode(s) Jouable en solo
Web Site officiel
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 23 septembre 2014
Date de sortie (au Japon) 2013
Langue de la version disponible en France Textes en français"
7540,Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014.0,Role-Playing,Tecmo Koei,0.06,0.05,0.08,0.02,0.2,--,no_data,no_data,"Editeur(s) / Développeur(s) Koei Tecmo Gust
Sortie France 14 janv. 2020
Genre(s) RPG"
7541,The Ultimate Red Ball Challenge,Wii,2009.0,Misc,Mindscape,0.0,0.19,0.0,0.01,0.2,no_data,no_data,no_data,no_data
7542,PBR: Out of the Chute,PS2,2008.0,Sports,Crave Entertainment,0.1,0.08,0.0,0.03,0.2,--,(0),--,"Editeur(s) / Développeur(s) Crave Entertainment
Sortie France Date de sortie inconnue
Genre(s) Sport
Support(s) CD
Date de sortie (aux Etats-Unis) octobre 2008"
7543,The King of Fighters Collection: The Orochi Saga,PS2,2006.0,Fighting,Ignition Entertainment,0.1,0.08,0.0,0.03,0.2,15,(5),14,"Editeur(s) / Développeur(s) Ignition Entertainment SNK Playmore
Sortie France 26 févr. 2009
Genre(s) Compilation Combat
Classification +12 ans
Nombre maximum de joueurs 2 joueurs
Support(s) DVD
Langue de la version disponible en France Voix en anglais Textes en anglais"
