Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC
12467,The Witcher,PC,2007.0,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06,16,(199),16.8,"Editeur(s) / Développeur(s) CD Projekt Atari
Sortie France 26 oct. 2007
Genre(s) Action RPG
Thème(s) Heroic Fantasy
Classification +18 ans
Mode(s) Jouable en solo
Modèle(s) économique(s) Payant à l'acquisition
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français"
12468,PenPen TriIceLon,DC,1998.0,Racing,Infogrames,0.0,0.0,0.06,0.0,0.06,12,(9),13.9,"Editeur(s) / Développeur(s) Team Land Ho! Infogrames
Sortie France 14 oct. 2001
Genre(s) Course
Classification +3 ans
Nombre maximum de joueurs De 2 à 4 joueurs
Support(s) GDROM
Date de sortie (aux Etats-Unis) 31 août 1999
Date de sortie (au Japon) 27 novembre 1998
Langue de la version disponible en France Voix en français Textes en français"
12469,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,no_data,no_data,no_data,no_data
12470,Grey's Anatomy: The Video Game,Wii,2009.0,Adventure,Ubisoft,0.05,0.01,0.0,0.0,0.06,no_data,no_data,no_data,no_data
12471,Salt Lake 2002,GBA,2002.0,Sports,Ubisoft,0.04,0.02,0.0,0.0,0.06,8,(8),5.3,"Editeur(s) / Développeur(s) Eidos Interactive Ubisoft
Sortie France 08 févr. 2002
Genre(s) Sport
Nombre maximum de joueurs 2 à 4 joueurs
Support(s) Cartouche
Langue de la version disponible en France Voix en français Textes en français"
12472,Dreamer Series: Zoo Keeper,DS,2010.0,Simulation,DreamCatcher Interactive,0.06,0.0,0.0,0.0,0.06,no_data,no_data,no_data,no_data
12473,Warriors of the Lost Empire,PSP,2007.0,Role-Playing,Mercury Games,0.05,0.0,0.0,0.01,0.06,11,(9),14.9,"Editeur(s) / Développeur(s) Tommo Mercury Games
Sortie France 19 févr. 2009
Genre(s) Action
Classification +12 ans
Nombre maximum de joueurs 2 joueurs en réseau local
Support(s) UMD
Date de sortie (aux Etats-Unis) 13 décembre 2007
Date de sortie (au Japon) 25 janvier 2007"
12474,Vexx,GC,2003.0,Platform,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,13,(8),17.5,"Editeur(s) / Développeur(s) Acclaim
Sortie France 04 avr. 2003
Genre(s) Plate-Forme
Classification +3 ans
Mode(s) Jouable en solo
Web Site officiel
Support(s) Nintendo Game Disc DVD
Date de sortie (aux Etats-Unis) 13 février 2003
Langue de la version disponible en France Voix en français Textes en français"
12475,Crazy Chicken Tales,Wii,2009.0,Action,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,no_data,no_data,no_data,no_data
12476,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,--,(0),--,"Sortie France Date de sortie inconnue
Genre(s) Stratégie
Support(s) Blu-Ray
Date de sortie (au Japon) 28 août 2014"
12477,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,--,(1),12,"Editeur(s) / Développeur(s) Bandai Namco
Sortie France Date de sortie inconnue
Genre(s) RPG
Mode(s) Jouable en solo
Nombre maximum de joueurs non
Web Site officiel
Support(s) UMD
Date de sortie (au Japon) 20 mai 2010"
12478,Batman: Rise of Sin Tzu,GC,2003.0,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,10,(1),18,"Editeur(s) / Développeur(s) Ubisoft
Sortie France 14 nov. 2003
Genre(s) Action
Classification +3 ans
Support(s) DVD Nintendo Game Disc Cartouche
Date de sortie (aux Etats-Unis) 4ème trimestre 2003
Langue de la version disponible en France Voix en français Textes en français"
12479,Sacred 2: Fallen Angel,PC,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06,14,(15),17.3,"Editeur(s) / Développeur(s) Deep Silver Ascaron Software
Sortie France 01 oct. 2009
Genre(s) Action RPG
Thème(s) Heroic Fantasy
Classification +16 ans
Mode(s) Jouable en solo Multi en ligne
Nombre maximum de joueurs 16 joueurs
Modèle(s) économique(s) Payant à l'acquisition
Support(s) DVD
Langue de la version disponible en France Textes en français
Configuration minimale Windows XP/Vista, processeur 2,4 Ghz, 1 Go de Ram, carte graphique 256 Mo GeForce 6800 ou supérieure, 20 Go d'espace libre sur le disque dur , connexion internet requise pour l'activation du jeu
Configuration conseillée Windows XP/Vista, processeur Dual Core 2 Ghz, 2 Go de Ram, carte graphique 512 Mo GeForce 8800 GTS ou supérieure, 25 Go d'espace libre sur le disque dur , connexion internet requise pour l'activation du jeu"
12480,Winter Sports 2: The Next Challenge,DS,2008.0,Sports,RTL,0.04,0.02,0.0,0.01,0.06,4,(2),15,"Editeur(s) / Développeur(s) 49 Games Midway
Sortie France 26 nov. 2008
Genre(s) Sport
Classification +3 ans
Nombre maximum de joueurs 2 à 4 joueurs
Support(s) Cartouche
Langue de la version disponible en France Textes en français"
12481,Dead Rising 2: Off the Record,PC,2011.0,Action,Capcom,0.04,0.02,0.0,0.01,0.06,15,(3),17,"Editeur(s) / Développeur(s) Capcom
Sortie France 13 sept. 2016
Genre(s) Beat'em All Action
Thème(s) Zombies
Classification +17 ans
Mode(s) Jouable en solo
Modèle(s) économique(s) Payant à l'acquisition"
12482,World Series of Poker 2008: Battle for the Bracelets,DS,2007.0,Misc,Activision,0.05,0.0,0.0,0.0,0.06,11,(8),15.8,"Editeur(s) / Développeur(s) Farmind Activision
Sortie France 23 nov. 2007
Genre(s) Réflexion
Classification +12 ans
Nombre maximum de joueurs 2 à 9 joueurs en réseau local, avec une carte par joueur
Support(s) Cartouche
Date de sortie (aux Etats-Unis) septembre 2007
Langue de la version disponible en France Voix en anglais Textes en anglais"
12483,Playmobil Knights,DS,2009.0,Action,Mindscape,0.04,0.01,0.0,0.0,0.06,no_data,no_data,no_data,no_data
12484,Disney Sports Skateboarding,GC,2002.0,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.06,10,(3),12.3,"Editeur(s) / Développeur(s) Konami
Sortie France 07 mars 2003
Genre(s) Sport
Classification +3 ans
Support(s) Cartouche Nintendo Game Disc
Langue de la version disponible en France Voix en français Textes en français"
12485,DropCast,DS,2008.0,Puzzle,THQ,0.06,0.0,0.0,0.0,0.06,9,no_data,no_data,"Editeur(s) / Développeur(s) THQ
Sortie France 27 févr. 2009
Genre(s) Puzzle-Game
Classification +3 ans
Nombre maximum de joueurs 2 à 4 joueurs en local avec plusieurs cartes, 2 à 4 joueurs en mode téléchargement
Support(s) Cartouche"
12486,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,no_data,no_data,no_data,no_data
12487,Inversion,X360,2012.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,10,(34),13.9,"Editeur(s) / Développeur(s) Bandai Namco Saber Interactive
Sortie France 13 juil. 2012
Genre(s) Action
Classification +18 ans
Mode(s) Multi en ligne Multi en coopératif Multi en compétitif
Web Site officiel
Support(s) Blu-Ray DVD
Langue de la version disponible en France Textes en français Voix en anglais"
12488,Summon Night 2,DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,--,(0),--,"Editeur(s) / Développeur(s) Bandai Namco Flight Plan
Sortie France Date de sortie inconnue
Genre(s) RPG Action
Support(s) Cartouche
Date de sortie (au Japon) 07 août 2008"
12489,Chou Soujuu Mecha MG,DS,,Simulation,,0.0,0.0,0.06,0.0,0.06,--,(0),--,"Editeur(s) / Développeur(s) Nintendo Sandlot
Sortie France Date de sortie inconnue
Genre(s) Action
Web Site officiel
Support(s) Cartouche
Date de sortie (au Japon) 02 septembre 2006"
12490,Odin Sphere: Leifthrasir,PS3,2016.0,Role-Playing,Nippon Ichi Software,0.01,0.02,0.03,0.01,0.06,18,(3),13.7,"Sortie France 24 juin 2016
Genre(s) RPG
Date de sortie (aux Etats-Unis) 07 juin 2016
Date de sortie (au Japon) 14 janvier 2016"
12491,Pro Evolution Soccer 2012,PS2,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,12,(21),13.4,"Editeur(s) / Développeur(s) Konami
Sortie France 10 nov. 2011
Genre(s) Sport
Classification +3 ans
Nombre maximum de joueurs Jusqu'à 8 joueurs (avec deux multitaps)
Web Site officiel
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français"
12492,Terminator 3: The Redemption,XB,2004.0,Shooter,Atari,0.05,0.01,0.0,0.0,0.06,11,(4),19.5,"Editeur(s) / Développeur(s) Atari Paradigm Entertainment
Sortie France 17 sept. 2004
Genre(s) Action
Classification +16 ans
Support(s) DVD Nintendo Game Disc
Langue de la version disponible en France Voix en français Textes en français Voix en anglais Textes en anglais"
12493,Alvin and the Chipmunks,Wii,2007.0,Misc,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,--,(0),--,"Editeur(s) / Développeur(s) Majesco ImaginEngine
Sortie France Date de sortie inconnue
Genre(s) Rythme
Nombre maximum de joueurs 2 joueurs
Support(s) DVD
Date de sortie (aux Etats-Unis) décembre 2009"
12494,EverQuest II: Destiny of Velious,PC,2011.0,Role-Playing,Sony Online Entertainment,0.06,0.0,0.0,0.0,0.06,--,no_data,no_data,"Editeur(s) / Développeur(s) Daybreak Game Company
Sortie France 11 févr. 2011
Genre(s) RPG MMO
Classification +12 ans
Web Site officiel
Support(s) DVD
Date de sortie (aux Etats-Unis) 11 février 2011"
12495,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,no_data,no_data,no_data,no_data
12496,Neon Genesis Evangelion,N64,1999.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,--,(2),16.5,"Editeur(s) / Développeur(s) Bandai
Sortie France Date de sortie inconnue
Genre(s) Combat Action
Support(s) Cartouche
Date de sortie (au Japon) 25 juin 1999"
12497,Serious Sam II,XB,2005.0,Shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,15,(7),17.1,"Editeur(s) / Développeur(s) 2K Games Croteam
Sortie France 14 oct. 2005
Genre(s) FPS
Classification +12 ans
Support(s) DVD CD
Langue de la version disponible en France Voix en français Textes en français"
12498,Remember Me,PC,2013.0,Action,Capcom,0.0,0.05,0.0,0.01,0.06,16,(283),15.1,"Editeur(s) / Développeur(s) DONTNOD Entertainment Capcom
Sortie France 07 juin 2013
Genre(s) Action Aventure
Classification +16 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français
Configuration minimale Système d'exploitation : Windows Vista/XP/7/8 ; Processeur Intel CoreTM2 Duo 2.4 Ghz ou AMD AthlonTM X2 2.8 Ghz ; 2 Go de mémoire RAM ; 9 Go d'espace libre sur le disque dur ; Carte graphique NVIDIA GeForce 8800GTS ou ATI RadeonTM HD 3850
Configuration conseillée Système d'exploitation : Windows Vista, Windows 7, Windows 8 Processeur : Intel® CoreTM 2 Quad 2.7 Ghz ou supérieur, AMD PhenomTM II X4 3 Ghz ou supérieur 4 Go de mémoire RAM 9 Go d'espace libre sur le disque dur Carte graphique NVIDIA GeForce GTX 560 ou supérieur"
12499,ICO,PS3,2011.0,Action,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06,--,(18),14.3,"Editeur(s) / Développeur(s) Sony
Sortie France 28 sept. 2011
Genre(s) Action Aventure
Support(s) PlayStation Store"
12500,Flipnic: Ultimate Pinball,PS2,2003.0,Misc,Ubisoft,0.03,0.02,0.0,0.01,0.06,no_data,no_data,no_data,no_data
12501,Eigo de Tabisuru: Little Charo,DS,2011.0,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06,--,(0),--,"Editeur(s) / Développeur(s) Nintendo
Sortie France Date de sortie inconnue
Genre(s) Coaching
Support(s) Cartouche
Date de sortie (au Japon) 2011"
12502,NBA Hangtime,PS,1996.0,Sports,Midway Games,0.03,0.02,0.0,0.0,0.06,--,(1),16,"Editeur(s) / Développeur(s) Sony Imagesoft Midway SCEE Studio Cambridge Funcom
Sortie France 1994
Genre(s) Sport
Support(s) Cartouche CD"
12503,Cabela's Big Game Hunter (2008),X360,2007.0,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,no_data,no_data,no_data,no_data
12504,My Fitness Coach: Club,Wii,2011.0,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06,no_data,no_data,no_data,no_data
12505,D.C. II P.S.: Da Capo II Plus Situation,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,no_data,no_data,no_data,no_data
12506,Top Gear Hyper-Bike,N64,1999.0,Racing,Kemco,0.05,0.01,0.0,0.0,0.06,no_data,no_data,no_data,no_data
12507,Brunswick Circuit Pro Bowling,N64,1999.0,Sports,THQ,0.05,0.01,0.0,0.0,0.06,--,(0),--,"Editeur(s) / Développeur(s) Point of View THQ
Sortie France Date de sortie inconnue
Genre(s) Adresse Sport
Mode(s) Jouable en solo Multi sur le même écran
Nombre maximum de joueurs 6
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 23 décembre 1998"
12508,Olympic Hockey 98,N64,1998.0,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06,--,(0),--,"Editeur(s) / Développeur(s) Midway Atari
Sortie France Date de sortie inconnue
Genre(s) Sport
Classification +3 ans
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 1998"
12509,CyberTiger,N64,2000.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.06,--,(0),--,"Editeur(s) / Développeur(s) Saffire EA Sports
Sortie France Date de sortie inconnue
Genre(s) Sport
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 08 mars 2000"
12510,Penny Racers,N64,1998.0,Racing,THQ,0.05,0.01,0.0,0.0,0.06,--,(1),11,"Editeur(s) / Développeur(s) Takara Conspiracy
Sortie France nov. 2001
Genre(s) Course
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 02 novembre 2001"
12511,S.C.A.R.S,N64,1998.0,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,--,(3),16.7,"Editeur(s) / Développeur(s) Ubisoft Vivid Image
Sortie France 04 déc. 1998
Genre(s) Course
Support(s) Cartouche"
12512,Virtual Chess 64,N64,1998.0,Misc,Titus,0.05,0.01,0.0,0.0,0.06,--,(4),14.5,"Editeur(s) / Développeur(s) Titus
Sortie France Date de sortie inconnue
Genre(s) Autres
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 11 juin 1998"
12513,Marvel Super Heroes,SAT,1997.0,Fighting,Capcom,0.0,0.0,0.06,0.0,0.06,--,(3),17.3,"Editeur(s) / Développeur(s) Sony Capcom
Sortie France 1997
Genre(s) Combat
Support(s) CD"
12514,Mike Piazza's Strike Zone,N64,1998.0,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06,--,(0),--,"Editeur(s) / Développeur(s) GT Interactive Devil's Thumb Entertainment
Sortie France Date de sortie inconnue
Genre(s) Sport
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 16 juin 1998"
12515,Bust-A-Move '99,N64,1998.0,Puzzle,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,--,no_data,no_data,"Editeur(s) / Développeur(s) Taito Acclaim
Sortie France 1999
Genre(s) Puzzle-Game
Classification +3 ans
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 1999"
12516,Star Soldier: Vanishing Earth,N64,1998.0,Shooter,Hudson Entertainment,0.05,0.01,0.0,0.0,0.06,--,(1),13,"Editeur(s) / Développeur(s) Hudson Soft Electro Brain
Sortie France Date de sortie inconnue
Genre(s) Shoot'em Up
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 15 décembre 1998"
12517,Polaris SnoCross,N64,2000.0,Racing,Vatical Entertainment,0.05,0.01,0.0,0.0,0.06,--,(0),--,"Editeur(s) / Développeur(s) Vicarious Visions
Sortie France Date de sortie inconnue
Genre(s) Autres
Support(s) Cartouche
Date de sortie (aux Etats-Unis) 27 décembre 2000"
12518,Worms Blast,GC,2002.0,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06,16,(16),16.3,"Editeur(s) / Développeur(s) Team 17 Ubisoft
Sortie France 28 mars 2002
Genre(s) Action Réflexion Puzzle-Game
Classification +3 ans
Web Site officiel
Support(s) Nintendo Game Disc Cartouche CD
Langue de la version disponible en France Voix en français Textes en français"
12519,Prinny: Can I Really Be The Hero? (US sales),PSP,,Action,,0.06,0.0,0.0,0.0,0.06,no_data,no_data,no_data,no_data
12520,The Legend of Heroes VII: The Trail of Blue,PSV,2014.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.06,0.0,0.06,no_data,no_data,no_data,no_data
12521,BlazBlue: Chrono Phantasma Extend,XOne,2015.0,Action,PQube,0.05,0.01,0.0,0.01,0.06,--,(1),19,"Editeur(s) / Développeur(s) Aksys Games Arc System Works
Sortie France 23 oct. 2015
Genre(s) Combat
Support(s) New Game Media Blu-Ray
Date de sortie (aux Etats-Unis) 3ème trimestre 2015
Date de sortie (au Japon) 23 avril 2015"
12522,Smile PreCure! Let's Go! Marchen World,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,no_data,no_data,no_data,no_data
12523,IHRA Professional Drag Racing 2005,XB,2004.0,Racing,Bethesda Softworks,0.04,0.01,0.0,0.0,0.06,no_data,no_data,no_data,no_data
12524,Tokyo Xtreme Racer Advance,GBA,2005.0,Racing,Crave Entertainment,0.04,0.02,0.0,0.0,0.06,no_data,no_data,no_data,no_data
12525,Destiny: The Collection,PS4,2016.0,Shooter,Activision,0.01,0.04,0.0,0.01,0.06,--,(2),19.5,"Editeur(s) / Développeur(s) Activision Bungie
Sortie France 20 sept. 2016
Genre(s) FPS
Thème(s) Science-Fiction
Date de sortie (aux Etats-Unis) 20 septembre 2016
Espace nécessaire pour l'installation 60 Go"
12526,Gun Showdown,PSP,2006.0,Action,Activision,0.05,0.01,0.0,0.01,0.06,10,(24),15,"Editeur(s) / Développeur(s) Activision Neversoft
Sortie France 27 oct. 2006
Genre(s) Action
Classification +18 ans
Nombre maximum de joueurs oui
Support(s) UMD"
12527,Showtime Championship Boxing,DS,2007.0,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.0,0.06,5,(2),2,"Editeur(s) / Développeur(s) Destination Software Nikitova
Sortie France 21 mars 2008
Genre(s) Sport
Classification +12 ans
Nombre maximum de joueurs 2 joueurs en multi-carte local
Web Site officiel
Support(s) Cartouche"
12528,Syndicate,PC,1992.0,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06,13,(63),12.7,"Editeur(s) / Développeur(s) Starbreeze Studios Electronic Arts
Sortie France 24 févr. 2012
Genre(s) FPS
Classification +18 ans
Mode(s) Multi en coopératif
Nombre maximum de joueurs Jusqu'à 4 joueurs en coopératif
Web Site officiel
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français
Configuration minimale Win XP SP3/Vista/7, Intel Core2 Duo 2,4Ghz, 2 Go de RAM, Carte graphique 512 Mo"
12529,Digimon All-Star Rumble,X360,2014.0,Fighting,Namco Bandai Games,0.04,0.01,0.0,0.01,0.06,--,(2),16,"Editeur(s) / Développeur(s) Prope Bandai Namco
Sortie France 14 nov. 2014
Genre(s) Combat
Thème(s) Monstres
Classification +7 ans
Mode(s) Jouable en solo Multi en local
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Blu-Ray DVD
Langue de la version disponible en France Textes en français"
12530,Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007.0,Adventure,Midway Games,0.06,0.0,0.0,0.0,0.06,7,no_data,no_data,"Editeur(s) / Développeur(s) Sensory Sweep Studios Midway
Sortie France 08 févr. 2008
Genre(s) Aventure
Classification +3 ans
Web Site officiel
Support(s) Cartouche"
12531,I Love Beauty: Hollywood Makeover,DS,2009.0,Misc,City Interactive,0.06,0.0,0.0,0.0,0.06,no_data,no_data,no_data,no_data
12532,Power Pro Success Legends,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,no_data,no_data,no_data,no_data
12533,Combat Elite: WWII Paratroopers,PS2,,Shooter,Unknown,0.03,0.02,0.0,0.01,0.06,--,no_data,no_data,"Editeur(s) / Développeur(s) Acclaim
Sortie France 28 avr. 2006
Genre(s) RPG Action
Classification +12 ans
Nombre maximum de joueurs 1 à 2 joueurs
Support(s) DVD
Date de sortie (aux Etats-Unis) 21 novembre 2005
Langue de la version disponible en France Textes en français Voix en anglais"
12534,Rock Blast,DS,2008.0,Puzzle,UFO Interactive,0.06,0.0,0.0,0.0,0.06,no_data,no_data,no_data,no_data
12535,Pheasants Forever Wingshooter,Wii,2010.0,Shooter,Unknown,0.03,0.02,0.0,0.0,0.06,--,no_data,no_data,"Editeur(s) / Développeur(s) GameMill
Sortie France 12 août 2011
Genre(s) Tir
Support(s) DVD
Date de sortie (aux Etats-Unis) 06 octobre 2010"
12536,Ivy the Kiwi?,Wii,2010.0,Puzzle,Rising Star Games,0.04,0.02,0.0,0.0,0.06,--,(1),16,"Editeur(s) / Développeur(s) Xseed Games Gamebridge Prope
Sortie France 19 nov. 2010
Genre(s) Plate-Forme
Classification +3 ans
Support(s) DsiWare
Langue de la version disponible en France Textes en français"
12537,Killer Loop,PS,1999.0,Racing,Crave Entertainment,0.03,0.02,0.0,0.0,0.06,16,(9),16.3,"Editeur(s) / Développeur(s) VCC Crave Entertainment
Sortie France nov. 1999
Genre(s) Course
Classification +3 ans
Mode(s) Jouable en solo
Support(s) CD
Langue de la version disponible en France Voix en français Textes en français"
12538,Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006.0,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,no_data,no_data,no_data,no_data
