Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC
2915,Madden NFL 2005,GC,2004.0,Sports,Electronic Arts,0.54,0.14,0.0,0.02,0.7,17,(9),18.7,"Editeur(s) / Développeur(s) Exient EA Tiburon Electronic Arts
Sortie France 16 sept. 2004
Genre(s) Sport
Classification +3 ans
Mode(s) Multi en ligne
Web Site officiel
Support(s) Cartouche DVD Nintendo Game Disc
Date de sortie (aux Etats-Unis) 09 août 2004
Langue de la version disponible en France Textes en français Voix en anglais Textes en anglais"
2916,F-14 Tomcat,GBA,2001.0,Action,Majesco Entertainment,0.5,0.19,0.0,0.01,0.7,14,(10),15,"Editeur(s) / Développeur(s) THQ
Sortie France 27 mars 2002
Genre(s) Simulation Action
Classification +3 ans
Nombre maximum de joueurs 2 à 4 joueurs
Support(s) Cartouche"
2917,SplashDown,PS2,2001.0,Racing,Atari,0.34,0.27,0.0,0.09,0.7,15,(44),16.4,"Editeur(s) / Développeur(s) Rainbow Studios Infogrames
Sortie France 14 nov. 2001
Genre(s) Course
Classification +3 ans
Nombre maximum de joueurs 2 joueurs
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français"
2918,NCAA Football 98,PS,1997.0,Sports,Electronic Arts,0.39,0.27,0.0,0.05,0.7,no_data,no_data,no_data,no_data
2919,Jade Empire,XB,2005.0,Role-Playing,Microsoft Game Studios,0.48,0.19,0.0,0.03,0.7,17,(5),18.8,"Editeur(s) / Développeur(s) Microsoft 2K Games LTI Gray Matter BioWare
Sortie France 22 avr. 2005
Genre(s) RPG Action
Classification +16 ans
Mode(s) Jouable en solo
Web Site officiel
Support(s) DVD Online Xbox Originals
Langue de la version disponible en France Voix en français Textes en français"
2920,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS3,2009.0,Shooter,Activision,0.28,0.3,0.0,0.12,0.7,no_data,no_data,no_data,no_data
2921,The Sims 3,DS,2010.0,Simulation,Electronic Arts,0.39,0.25,0.0,0.06,0.7,15,(20),14.5,"Editeur(s) / Développeur(s) Maxis Electronic Arts
Sortie France 24 oct. 2013
Genre(s) Gestion Simulation
Classification +12 ans
Mode(s) Jouable en solo
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français"
2922,Skylanders: Trap Team,WiiU,2014.0,Action,Activision,0.39,0.25,0.0,0.06,0.7,--,(6),16.7,"Editeur(s) / Développeur(s) Beenox Studios Activision
Sortie France 10 oct. 2014
Genre(s) Action Plate-Forme
Thème(s) Monstres Fantastique
Classification +7 ans
Mode(s) Jouable en solo
Modèle(s) économique(s) Payant à l'acquisition
Support(s) iDensity
Langue de la version disponible en France Voix en français Textes en français"
2923,Prince of Persia: The Forgotten Sands,PS3,2010.0,Action,Ubisoft,0.19,0.36,0.01,0.13,0.7,15,(240),14.6,"Editeur(s) / Développeur(s) Ubisoft Montreal Ubisoft
Sortie France 20 mai 2010
Genre(s) Action Plate-Forme
Thème(s) Fantastique
Classification +16 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs non
Web Site officiel
Modèle(s) économique(s) Payant à l'acquisition
Support(s) Blu-Ray
Langue de la version disponible en France Textes en français"
2924,Chocobo's Dungeon 2,PS,1998.0,Role-Playing,SquareSoft,0.04,0.03,0.58,0.05,0.7,--,(0),--,"Editeur(s) / Développeur(s) Squaresoft
Sortie France Date de sortie inconnue
Genre(s) RPG
Support(s) CD
Date de sortie (aux Etats-Unis) 30 novembre 1999
Date de sortie (au Japon) 23 décembre 1998"
2925,Advance Wars,GBA,2001.0,Strategy,Nintendo,0.5,0.19,0.0,0.01,0.7,18,(134),17.9,"Editeur(s) / Développeur(s) Nintendo Intelligent Games
Sortie France 11 janv. 2002
Genre(s) Tactique
Classification +3 ans
Nombre maximum de joueurs De 2 à 4 joueurs
Support(s) Cartouche"
2926,Hannah Montana: The Movie,DS,2009.0,Adventure,Disney Interactive Studios,0.38,0.25,0.0,0.07,0.7,--,(3),15,"Editeur(s) / Développeur(s) Disney Interactive
Sortie France 22 oct. 2009
Genre(s) Aventure Rythme
Classification +3 ans
Mode(s) Jouable en solo
Nombre maximum de joueurs Non
Support(s) UMD
Date de sortie (aux Etats-Unis) 04 août 2009
Langue de la version disponible en France Voix en français Textes en français"
2927,World of Zoo,DS,2009.0,Simulation,THQ,0.43,0.2,0.0,0.06,0.7,7,(5),8.2,"Editeur(s) / Développeur(s) THQ Blue Fang Games
Sortie France 06 nov. 2009
Genre(s) Gestion
Classification +3 ans
Nombre maximum de joueurs deux joueurs
Web Site officiel
Support(s) Cartouche"
2928,Ape Escape: On the Loose,PSP,2005.0,Platform,Sony Computer Entertainment,0.52,0.01,0.12,0.05,0.7,12,(13),14.8,"Editeur(s) / Développeur(s) Sony
Sortie France 10 mai 2006
Genre(s) Plate-Forme Action
Classification +3 ans
Nombre maximum de joueurs Wi-Fi
Web Site officiel
Support(s) UMD
Langue de la version disponible en France Textes en français Voix en anglais"
2929,NASCAR 2001,PS2,2000.0,Racing,Electronic Arts,0.34,0.27,0.0,0.09,0.7,--,(1),13,"Editeur(s) / Développeur(s) Electronic Arts
Sortie France Date de sortie inconnue
Genre(s) Autres
Support(s) DVD
Date de sortie (aux Etats-Unis) 07 novembre 2000"
